3725.45,3743.39,3583.02,5582489560,3601.01
3652.38,3758.53,3652.38,5955691380,3728.57
3677.99,3682.52,3637.08,5002961727,3657.84
3651.87,3680.14,3621.96,5464420383,3678.56
3631.51,3685.78,3624.67,5394457145,3655.01
3704.22,3720.15,3619.95,5537192302,3630.68
3557.31,3727.84,3552.29,5651384490,3706.05
3658.87,3674.76,3544.93,4681302466,3552.95
3686.97,3698.98,3653.81,4778170883,3661.3
3674.02,3713.88,3653.07,5538712865,3687.37
4034.41,4064.07,3659.17,6874143796,3678.92
4031.55,4068.4,4022.66,5115905225,4035.3
4028.47,4109.02,3996.96,5306593305,4030.85
4078.59,4092.61,4020.89,5228625637,4025.25
3836.52,4093.3,3826.51,5597027440,4076.63
3851.97,3904.9,3836.9,5137609824,3845.19
3832.04,3865.93,3783.85,4847965467,3857.72
3931.05,3935.69,3826.22,4530215219,3836.74
3849.22,3947.98,3817.41,5244856836,3943.41
3746.71,3850.91,3707.23,4324200990,3843.52
3866.84,3868.74,3725.87,4661840806,3742.7
3822.38,3901.91,3797.22,4770578575,3865.95
3932.49,3963.76,3820.41,4991655917,3820.41
3653.13,3956.14,3642.63,5631554348,3923.92
3854.69,3874.42,3645.45,5130222366,3654.83
3819.67,3893.36,3769.86,5326547918,3857.3
4081.03,4089.56,3760.02,6158207293,3815.49
4000.33,4271.79,4000.33,7240968501,4078.6
4020.99,4085.72,3976.41,6151275490,3998.98
3898.08,4014.18,3855.74,5605823233,4014.18
4133.7,4198.43,3850.95,7206015706,3896.54
3742.2,4191.23,3728.97,8927129279,4134.44
3706.82,3949.32,3687.23,6810689119,3745.95
3544.76,3701.35,3487.17,5911325473,3696.06
3253.12,3597.92,3253.12,5409247918,3545.86
3236.27,3305.75,3233.82,3744248994,3252.84
3244,3275.38,3191.3,3551763561,3236.76
3311.75,3329.56,3206.54,4372763663,3242.48
3487.88,3489.74,3298.13,4343372456,3313.68
3421.46,3534.23,3413.48,4139364829,3486.95
3497.55,3513.18,3392.25,4696765188,3424.59
3612.05,3647.33,3470.14,5020968740,3502.66
3473.23,3685.31,3469.09,4947372847,3614.23
3421.91,3506.04,3350.65,5305024497,3476.11
3512.59,3512.59,3280.23,6835615448,3419.94
3754.07,3874.97,3521.1,5878333109,3521.1
3958.89,3969.54,3753.99,5302481574,3753.99
3886.29,4075.63,3832.75,5028069239,3956.89
4147.32,4155.98,3840.45,5089570994,3894.13
4200.73,4301.52,4110.98,5262697895,4139.88
4024.46,4309.38,3969.71,5375314093,4214.67
4289.09,4322.98,3942.82,6048016717,4017.27
4269,4413.02,4145.77,6503347767,4278.85
3822.47,4385.9,3822.47,7280280000,4257.42
3765.95,3862.96,3661.01,5998720000,3820.72
4015.07,4107.14,3643.92,6476900000,3779.13
3880.78,4120.87,3585.06,6825640000,4009.97
4347.69,4413.09,3795.16,4679500000,3880.76
4360.7,4396.42,4195.68,4871490000,4347.11
4611.57,4629.64,4365.64,4569370000,4365.94
4465.54,4675.73,4343.98,6120120000,4602.17
4863.93,4951.61,4272.11,8428290000,4451.87
5620.78,5620.78,4842.91,7039560000,4871.49
5559.74,5653.61,5559.74,4159680000,5623.54
5578.58,5578.58,5519.56,4303150000,5554.33
5645.32,5657.02,5498.94,5279320000,5575.55
5736.15,5774.82,5358.38,7032140000,5648.03
6351.24,6371.55,5544.09,7398940000,5738.35
6373.19,6395.27,6342.67,4503800000,6359.49
6411.76,6434.21,6360.47,4295770000,6371.27
6413.63,6423.25,6350.17,3939060000,6411.27
6386.13,6437.28,6385.31,3705320000,6409.22
6442.6,6456.46,6373.37,4346820000,6385.62
6522.27,6536.92,6438.53,4665260000,6453.72
6468.5,6552.16,6468.31,4941260000,6530.14
6433.38,6463.55,6408.16,4700040000,6461.01
6363.62,6480.59,6363.62,4174800000,6419.66
6365.47,6388.63,6294.57,4390020000,6376.13
6387.24,6400.07,6342.37,3658640000,6361.26
6378.92,6396.86,6327.38,4234870000,6388.44
6318.14,6547.14,6311.83,3789400000,6377.78
6336.99,6349.16,6316.88,4191240000,6317.61
6337.04,6364.99,6310.14,3781100000,6334.27
6492.35,6503.6,6306.99,4199910000,6332.63
6482.66,6502.28,6447.91,3445190000,6486.39
6480.84,6507.41,6453.53,3393250000,6480.38
6468.44,6498.29,6449.61,3306050000,6474.75
6484.65,6504.65,6447.03,3230550000,6476.29
6478.89,6521.99,6468.86,3424670000,6495.84
6472.36,6506.01,6451.27,3716150000,6475.74
6486.05,6543.8,6462.98,3672860000,6487.16
6490.09,6556.38,6476,3253610000,6482.35
6460.92,6497.72,6449,3379130000,6489.19
6478.07,6493.68,6445.31,3578870000,6465.41
6542.33,6567.54,6450.04,3924080000,6476.71
6590.52,6601.21,6517.45,4088420000,6544.43
6601.41,6673.59,6571.37,4074800000,6596.11
6292.64,6965.06,6258.68,7370770000,6596.54
6288.49,6363.21,6280.15,3085320000,6290.93
6278.08,6308.51,6259.81,3064030000,6285.99
6239.25,6328.5,6236.47,3783500000,6274.58
6586.74,6586.74,6243.74,5181640000,6256.24
6640.29,6640.29,6538.96,3787650000,6585.53
6653.08,6661.41,6606.94,3580810000,6642.64
6600.19,6675.06,6576.04,3979460000,6652.23
6590.68,6641.49,6557.04,3306630000,6602.95
6622.45,6628.54,6577.8,3259740000,6588.31
6574.15,6623.62,6557.41,3671500000,6622.48
6497.91,6603.31,6497.91,3838410000,6576.69
6553.86,6571.46,6454.03,3887310000,6502.59
6593.24,6611.84,6537.9,3979260000,6556.1
6619.85,6653.3,6549.08,4000970000,6589.62
6604.71,6643.78,6566.54,4002280000,6625.56
6643.1,6643.1,6511.65,4363690000,6601.96
6678.75,6785.03,6598.32,5014430000,6644.13
6495.29,6712.1,6464.95,4606810000,6676.75
6452.79,6585.91,6397.89,4437300000,6495
6603.64,6603.64,6381.86,4726180000,6446.47
6704.77,6713.56,6580.9,4177310000,6595.41
6715.32,6766.15,6679.42,4197500000,6710.63
6735.05,6814.56,6616.8,4509660000,6721.98
6513.87,6794.33,6496.36,6531940000,6734.95
6398.85,6529.26,6395.95,4348110000,6519.67
6371.85,6448.46,6208.34,4431340000,6398.54
6280.91,6384.18,6265.71,4180090000,6371.3
6514.06,6540.21,6257.52,3910780000,6281.2
6536.68,6544.33,6460.1,3273730000,6517.18
